Htno,Sem,Subcode,Subname,Internal,External,Marks,Dept Name
10NG1A0108,1-2,R10202,MATHEMATICS- II,5,0,5,CE
10NG1A0108,1-2,R10203,ENGINEERING PHYSICS -II,7,0,7,CE
10NG1A0118,1-2,R10204,ENGINEERING CHEMISTRY -II,9,3,12,CE
10NG1A0118,1-2,R10205,ENGINEERING DRAWING,16,9,25,CE
10NG1A0129,1-2,R10202,MATHEMATICS- II,7,0,7,CE
10NG1A0129,1-2,R10203,ENGINEERING PHYSICS -II,4,0,4,CE
10NG1A0139,1-2,R10202,MATHEMATICS- II,10,0,10,CE
10NG1A0139,1-2,R10203,ENGINEERING PHYSICS -II,7,6,13,CE
10NG1A0337,1-2,R10202,MATHEMATICS- II,4,0,4,ME
10NG1A0337,1-2,R10203,ENGINEERING PHYSICS -II,6,0,6,ME
10NG1A0535,1-2,R10203,ENGINEERING PHYSICS -II,7,0,7,CSE
10NG1A1235,1-2,R10202,MATHEMATICS- II,4,57,61,IT
10NG1A1235,1-2,R10205,ENGINEERING DRAWING,20,16,36,IT
10NG1A1249,1-2,R10202,MATHEMATICS- II,4,0,4,IT
10NG1A1249,1-2,R10203,ENGINEERING PHYSICS -II,9,7,16,IT
11NG1A0101,1-2,R10204,ENGINEERING CHEMISTRY -II,7,3,10,CE
11NG1A0106,1-2,R10202,MATHEMATICS- II,4,0,4,CE
11NG1A0106,1-2,R10203,ENGINEERING PHYSICS -II,5,6,11,CE
11NG1A0106,1-2,R10204,ENGINEERING CHEMISTRY -II,5,19,24,CE
11NG1A0106,1-2,R10205,ENGINEERING DRAWING,19,0,19,CE
11NG1A0116,1-2,R10202,MATHEMATICS- II,7,8,15,CE
11NG1A0116,1-2,R10203,ENGINEERING PHYSICS -II,9,9,18,CE
11NG1A0116,1-2,R10204,ENGINEERING CHEMISTRY -II,12,6,18,CE
11NG1A0120,1-2,R10202,MATHEMATICS- II,10,0,10,CE
11NG1A0202,1-2,R10204,ENGINEERING CHEMISTRY -II,9,39,48,EEE
11NG1A0204,1-2,R10202,MATHEMATICS- II,10,8,18,EEE
11NG1A0204,1-2,R10205,ENGINEERING DRAWING,20,5,25,EEE
11NG1A0206,1-2,R10205,ENGINEERING DRAWING,14,5,19,EEE
11NG1A0231,1-2,R10203,ENGINEERING PHYSICS -II,10,8,18,EEE
11NG1A0231,1-2,R10204,ENGINEERING CHEMISTRY -II,6,37,43,EEE
11NG1A0253,1-2,R10204,ENGINEERING CHEMISTRY -II,9,33,42,EEE
11NG1A0253,1-2,R10205,ENGINEERING DRAWING,10,2,12,EEE
11NG1A0304,1-2,R10203,ENGINEERING PHYSICS -II,8,0,8,ME
11NG1A0304,1-2,R10206,MATHEMATICAL METHODS,4,0,4,ME
11NG1A0315,1-2,R10202,MATHEMATICS- II,7,0,7,ME
11NG1A0315,1-2,R10206,MATHEMATICAL METHODS,9,0,9,ME
11NG1A0319,1-2,R10204,ENGINEERING CHEMISTRY -II,4,0,4,ME
11NG1A0320,1-2,R10203,ENGINEERING PHYSICS -II,5,0,5,ME
11NG1A0320,1-2,R10204,ENGINEERING CHEMISTRY -II,7,0,7,ME
11NG1A0320,1-2,R10206,MATHEMATICAL METHODS,7,0,7,ME
11NG1A0338,1-2,R10203,ENGINEERING PHYSICS -II,11,9,20,ME
11NG1A0338,1-2,R10206,MATHEMATICAL METHODS,11,0,11,ME
11NG1A0342,1-2,R10202,MATHEMATICS- II,7,4,11,ME
11NG1A0342,1-2,R10203,ENGINEERING PHYSICS -II,8,9,17,ME
11NG1A0349,1-2,R10202,MATHEMATICS- II,4,0,4,ME
11NG1A0349,1-2,R10206,MATHEMATICAL METHODS,5,0,5,ME
11NG1A0356,1-2,R10203,ENGINEERING PHYSICS -II,7,7,14,ME
11NG1A0433,1-2,R10202,MATHEMATICS- II,8,0,8,ECE
11NG1A0433,1-2,R10203,ENGINEERING PHYSICS -II,8,12,20,ECE
11NG1A0435,1-2,R10202,MATHEMATICS- II,12,0,12,ECE
11NG1A0439,1-2,R10202,MATHEMATICS- II,13,0,13,ECE
11NG1A0439,1-2,R10203,ENGINEERING PHYSICS -II,7,0,7,ECE
11NG1A0450,1-2,R10202,MATHEMATICS- II,15,0,15,ECE
11NG1A04B6,1-2,R10202,MATHEMATICS- II,11,8,19,ECE
11NG1A0522,1-2,R10203,ENGINEERING PHYSICS -II,12,17,29,CSE
11NG1A0522,1-2,R10204,ENGINEERING CHEMISTRY -II,9,31,40,CSE
11NG1A1208,1-2,R10203,ENGINEERING PHYSICS -II,10,5,15,IT
11NG1A1241,1-2,R10203,ENGINEERING PHYSICS -II,16,0,16,IT
11NG1A1241,1-2,R10205,ENGINEERING DRAWING,17,0,17,IT
11NG1A1251,1-2,R10203,ENGINEERING PHYSICS -II,14,14,28,IT
11NG1A1213,1-2,R10205,ENGINEERING DRAWING,25,10,35,IT
11NG1A1238,1-2,R10203,ENGINEERING PHYSICS -II,14,4,18,IT
11NG1A1241,1-2,R10205,ENGINEERING DRAWING,12,0,12,IT
11NG1A1241,1-2,R10206,MATHEMATICAL METHODS,7,1,8,IT
12NG1A0104,1-2,R10202,MATHEMATICS- II,12,0,12,CE
12NG1A0104,1-2,R10203,ENGINEERING PHYSICS -II,9,0,9,CE
12NG1A0104,1-2,R10204,ENGINEERING CHEMISTRY -II,10,2,12,CE
12NG1A0108,1-2,R10204,ENGINEERING CHEMISTRY -II,7,19,26,CE
12NG1A0123,1-2,R10202,MATHEMATICS- II,10,0,10,CE
12NG1A0126,1-2,R10202,MATHEMATICS- II,5,0,5,CE
12NG1A0126,1-2,R10205,ENGINEERING DRAWING,14,0,14,
12NG1A0240,1-2,R10202,MATHEMATICS- II,9,11,20,EEE
12NG1A0301,1-2,R10206,MATHEMATICAL METHODS,9,6,15,ME
12NG1A0309,1-2,R10202,MATHEMATICS- II,13,10,23,ME
12NG1A0309,1-2,R10203,ENGINEERING PHYSICS -II,9,7,16,ME
12NG1A0309,1-2,R10205,ENGINEERING DRAWING,14,3,17,ME
12NG1A0318,1-2,R10202,MATHEMATICS- II,13,2,15,ME
12NG1A0318,1-2,R10203,ENGINEERING PHYSICS -II,4,0,4,ME
12NG1A0318,1-2,R10204,ENGINEERING CHEMISTRY -II,10,14,24,ME
12NG1A0318,1-2,R10205,ENGINEERING DRAWING,14,0,14,ME
12NG1A0318,1-2,R10206,MATHEMATICAL METHODS,6,2,8,ME
12NG1A0321,1-2,R10202,MATHEMATICS- II,13,7,20,ME
12NG1A0325,1-2,R10202,MATHEMATICS- II,12,11,23,ME
12NG1A0325,1-2,R10203,ENGINEERING PHYSICS -II,7,33,40,ME
12NG1A0329,1-2,R10202,MATHEMATICS- II,10,0,10,ME
12NG1A0329,1-2,R10204,ENGINEERING CHEMISTRY -II,14,26,40,ME
12NG1A0329,1-2,R10205,ENGINEERING DRAWING,14,4,18,ME
12NG1A0329,1-2,R10206,MATHEMATICAL METHODS,12,29,41,ME
12NG1A0334,1-2,R10203,ENGINEERING PHYSICS -II,7,0,7,ME
12NG1A0338,1-2,R10202,MATHEMATICS- II,8,0,8,ME
12NG1A0351,1-2,R10203,ENGINEERING PHYSICS -II,13,9,22,ME
12NG1A0353,1-2,R10202,MATHEMATICS- II,9,7,16,ME
12NG1A0353,1-2,R10203,ENGINEERING PHYSICS -II,12,5,17,ME
12NG1A0368,1-2,R10203,ENGINEERING PHYSICS -II,7,7,14,ME
12NG1A0368,1-2,R10204,ENGINEERING CHEMISTRY -II,7,24,31,ME
12NG1A0368,1-2,R10205,ENGINEERING DRAWING,16,0,16,ME
12NG1A0368,1-2,R10206,MATHEMATICAL METHODS,7,1,8,ME
12NG1A0377,1-2,R10203,ENGINEERING PHYSICS -II,12,5,17,ME
12NG1A0378,1-2,R10205,ENGINEERING DRAWING,14,0,14,ME
12NG1A0383,1-2,R10202,MATHEMATICS- II,7,0,7,ME
12NG1A0383,1-2,R10204,ENGINEERING CHEMISTRY -II,6,0,6,ME
12NG1A0385,1-2,R10202,MATHEMATICS- II,10,0,10,ME
12NG1A0385,1-2,R10205,ENGINEERING DRAWING,14,0,14,ME
12NG1A0385,1-2,R10206,MATHEMATICAL METHODS,3,0,3,ME
12NG1A0386,1-2,R10205,ENGINEERING DRAWING,5,0,5,ME
12NG1A0388,1-2,R10202,MATHEMATICS- II,7,0,7,ME
12NG1A0388,1-2,R10203,ENGINEERING PHYSICS -II,11,0,11,ME
12NG1A0389,1-2,R10202,MATHEMATICS- II,13,0,13,ME
12NG1A0394,1-2,R10202,MATHEMATICS- II,17,2,19,ME
12NG1A0394,1-2,R10204,ENGINEERING CHEMISTRY -II,13,12,25,ME
12NG1A0396,1-2,R10202,MATHEMATICS- II,16,10,26,ME
12NG1A0396,1-2,R10203,ENGINEERING PHYSICS -II,7,6,13,ME
12NG1A0402,1-2,R10202,MATHEMATICS- II,14,8,22,ECE
12NG1A0402,1-2,R10203,ENGINEERING PHYSICS -II,15,7,22,ECE
12NG1A0409,1-2,R10202,MATHEMATICS- II,14,0,14,ECE
12NG1A0465,1-2,R10202,MATHEMATICS- II,7,0,7,ECE
12NG1A0465,1-2,R10206,MATHEMATICAL METHODS,4,0,4,ECE
12NG1A0504,1-2,R10203,ENGINEERING PHYSICS -II,13,31,44,CSE
12NG1A0504,1-2,R10204,ENGINEERING CHEMISTRY -II,13,31,44,CSE
12NG1A0505,1-2,R10205,ENGINEERING DRAWING,16,0,16,CSE
12NG1A0513,1-2,R10203,ENGINEERING PHYSICS -II,8,40,48,CSE
12NG1A0528,1-2,R10203,ENGINEERING PHYSICS -II,8,6,14,CSE
12NG1A0528,1-2,R10204,ENGINEERING CHEMISTRY -II,11,19,30,CSE
12NG1A0538,1-2,R10203,ENGINEERING PHYSICS -II,12,2,14,CSE
12NG1A0538,1-2,R10204,ENGINEERING CHEMISTRY -II,12,6,18,CSE
12NG1A0554,1-2,R10202,MATHEMATICS- II,13,0,13,CSE
12NG1A0554,1-2,R10203,ENGINEERING PHYSICS -II,8,10,18,CSE
12NG1A0554,1-2,R10205,ENGINEERING DRAWING,17,5,22,CSE
12NG1A0564,1-2,R10202,MATHEMATICS- II,6,0,6,CSE
12NG1A0564,1-2,R10204,ENGINEERING CHEMISTRY -II,18,0,18,CSE
12NG1A1202,1-2,R10202,MATHEMATICS- II,12,0,12,IT
12NG1A1202,1-2,R10203,ENGINEERING PHYSICS -II,14,0,14,IT
12NG1A1202,1-2,R10206,MATHEMATICAL METHODS,9,0,9,IT
12NG1A1214,1-2,R10202,MATHEMATICS- II,7,33,40,IT
12NG1A1214,1-2,R10203,ENGINEERING PHYSICS -II,10,5,15,IT
12NG1A1220,1-2,R10202,MATHEMATICS- II,10,0,10,IT
12NG1A1223,1-2,R10202,MATHEMATICS- II,8,0,8,IT
12NG1A1225,1-2,R10202,MATHEMATICS- II,12,0,12,IT
12NG1A1225,1-2,R10203,ENGINEERING PHYSICS -II,12,0,12,IT
12NG1A1225,1-2,R10205,ENGINEERING DRAWING,17,0,17,IT
12NG1A1212,1-2,R10203,ENGINEERING PHYSICS -II,6,0,6,IT
12NG1A1216,1-2,R10203,ENGINEERING PHYSICS -II,8,2,10,IT
13NG1A0102,1-2,R13202,MATHEMATICS-III,17,16,33,CE
13NG1A0103,1-2,R13202,MATHEMATICS-III,16,0,16,CE
13NG1A0103,1-2,R13203,ENGG. PHYSICS,19,0,19,CE
13NG1A0103,1-2,R13209,ENGG. DRAWING,15,0,15,CE
13NG1A0107,1-2,R13202,MATHEMATICS-III,15,0,15,CE
13NG1A0107,1-2,R13207,MATHEMATICS-II (MM),11,11,22,CE
13NG1A0109,1-2,R13202,MATHEMATICS-III,14,0,14,CE
13NG1A0109,1-2,R13207,MATHEMATICS-II (MM),12,11,23,CE
13NG1A0112,1-2,R13203,ENGG. PHYSICS,15,0,15,CE
13NG1A0112,1-2,R13209,ENGG. DRAWING,18,4,22,CE
13NG1A0114,1-2,R13202,MATHEMATICS-III,15,11,26,CE
13NG1A0114,1-2,R13209,ENGG. DRAWING,18,6,24,CE
13NG1A0116,1-2,R13203,ENGG. PHYSICS,26,7,33,CE
13NG1A0122,1-2,R13209,ENGG. DRAWING,21,13,34,CE
13NG1A0127,1-2,R13202,MATHEMATICS-III,21,28,49,CE
13NG1A0129,1-2,R13202,MATHEMATICS-III,12,0,12,CE
13NG1A0129,1-2,R13209,ENGG. DRAWING,13,2,15,CE
13NG1A0132,1-2,R13202,MATHEMATICS-III,13,0,13,CE
13NG1A0132,1-2,R13203,ENGG. PHYSICS,18,1,19,CE
13NG1A0132,1-2,R13207,MATHEMATICS-II (MM),20,0,20,CE
13NG1A0143,1-2,R13202,MATHEMATICS-III,12,0,12,CE
13NG1A0143,1-2,R13203,ENGG. PHYSICS,18,2,20,CE
13NG1A0143,1-2,R13207,MATHEMATICS-II (MM),12,11,23,CE
13NG1A0205,1-2,R13202,MATHEMATICS-III,8,12,20,EEE
13NG1A0205,1-2,R13205,C PROGRAMMING,16,11,27,EEE
13NG1A0303,1-2,R13203,ENGG. PHYSICS,18,0,18,ME
13NG1A0311,1-2,R13202,MATHEMATICS-III,10,30,40,ME
13NG1A0311,1-2,R13209,ENGG. DRAWING,20,27,47,ME
13NG1A0315,1-2,R13202,MATHEMATICS-III,12,18,30,ME
13NG1A0315,1-2,R13203,ENGG. PHYSICS,20,17,37,ME
13NG1A0315,1-2,R13209,ENGG. DRAWING,18,6,24,ME
13NG1A0318,1-2,R13202,MATHEMATICS-III,5,24,29,ME
13NG1A0318,1-2,R13209,ENGG. DRAWING,21,8,29,ME
13NG1A0321,1-2,R13202,MATHEMATICS-III,13,0,13,ME
13NG1A0321,1-2,R13203,ENGG. PHYSICS,20,0,20,ME
13NG1A0321,1-2,R13209,ENGG. DRAWING,26,6,32,ME
13NG1A0324,1-2,R13203,ENGG. PHYSICS,21,5,26,ME
13NG1A0324,1-2,R13209,ENGG. DRAWING,24,16,40,ME
13NG1A0326,1-2,R13203,ENGG. PHYSICS,19,11,30,ME
13NG1A0326,1-2,R13209,ENGG. DRAWING,23,29,52,ME
13NG1A0328,1-2,R13202,MATHEMATICS-III,10,0,10,ME
13NG1A0328,1-2,R13207,MATHEMATICS-II (MM),15,3,18,ME
13NG1A0328,1-2,R13209,ENGG. DRAWING,22,29,51,ME
13NG1A0333,1-2,R13209,ENGG. DRAWING,15,15,30,ME
13NG1A0336,1-2,R13209,ENGG. DRAWING,21,29,50,ME
13NG1A0341,1-2,R13203,ENGG. PHYSICS,22,29,51,ME
13NG1A0350,1-2,R13202,MATHEMATICS-III,14,14,28,ME
13NG1A0350,1-2,R13207,MATHEMATICS-II (MM),13,0,13,ME
13NG1A0350,1-2,R13209,ENGG. DRAWING,17,0,17,ME
13NG1A0351,1-2,R13202,MATHEMATICS-III,27,0,27,ME
13NG1A0351,1-2,R13203,ENGG. PHYSICS,22,0,22,ME
13NG1A0351,1-2,R13209,ENGG. DRAWING,20,4,24,ME
13NG1A0355,1-2,R13202,MATHEMATICS-III,15,16,31,ME
13NG1A0355,1-2,R13209,ENGG. DRAWING,21,29,50,ME
13NG1A0357,1-2,R13203,ENGG. PHYSICS,12,0,12,ME
13NG1A0357,1-2,R13209,ENGG. DRAWING,21,2,23,ME
13NG1A0359,1-2,R13203,ENGG. PHYSICS,22,5,27,ME
13NG1A0364,1-2,R13203,ENGG. PHYSICS,16,0,16,ME
13NG1A0366,1-2,R13209,ENGG. DRAWING,16,31,47,ME
13NG1A0379,1-2,R13203,ENGG. PHYSICS,19,0,19,ME
13NG1A0379,1-2,R13209,ENGG. DRAWING,22,36,58,ME
13NG1A0440,1-2,R13210,ENGG. MECHANICS,26,32,58,ECE
13NG1A0440,1-2,R13211,NETWORK ANALYSIS,25,29,54,ECE
13NG1A0446,1-2,R13210,ENGG. MECHANICS,25,6,31,ECE
13NG1A0448,1-2,R13211,NETWORK ANALYSIS,21,34,55,ECE
13NG1A0456,1-2,R13205,C PROGRAMMING,24,12,36,ECE
13NG1A0457,1-2,R13204,ENGG. CHEMISTRY,15,0,15,ECE
13NG1A0457,1-2,R13210,ENGG. MECHANICS,21,0,21,ECE
13NG1A0457,1-2,R13211,NETWORK ANALYSIS,15,15,30,ECE
13NG1A0464,1-2,R13202,MATHEMATICS-III,7,0,7,ECE
13NG1A0465,1-2,R13205,C PROGRAMMING,21,13,34,ECE
13NG1A0465,1-2,R13210,ENGG. MECHANICS,22,0,22,ECE
13NG1A0468,1-2,R13211,NETWORK ANALYSIS,18,1,19,ECE
13NG1A0501,1-2,R13203,ENGG. PHYSICS,15,4,19,CSE
13NG1A0501,1-2,R13209,ENGG. DRAWING,19,0,19,CSE
13NG1A0506,1-2,R13203,ENGG. PHYSICS,16,5,21,CSE
13NG1A0511,1-2,R13203,ENGG. PHYSICS,21,12,33,CSE
13NG1A0515,1-2,R13203,ENGG. PHYSICS,16,0,16,CSE
13NG1A0515,1-2,R13207,MATHEMATICS-II (MM),12,0,12,CSE
13NG1A0517,1-2,R13203,ENGG. PHYSICS,11,0,11,CSE
13NG1A0517,1-2,R13209,ENGG. DRAWING,22,0,22,CSE
13NG1A0518,1-2,R13202,MATHEMATICS-III,13,8,21,CSE
13NG1A0518,1-2,R13203,ENGG. PHYSICS,6,0,6,CSE
13NG1A0520,1-2,R13203,ENGG. PHYSICS,10,0,10,CSE
13NG1A0520,1-2,R13209,ENGG. DRAWING,20,0,20,CSE
13NG1A0521,1-2,R13203,ENGG. PHYSICS,15,0,15,CSE
13NG1A0521,1-2,R13207,MATHEMATICS-II (MM),12,31,43,CSE
13NG1A0531,1-2,R13203,ENGG. PHYSICS,18,13,31,CSE
13NG1A0532,1-2,R13203,ENGG. PHYSICS,15,2,17,CSE
13NG1A0533,1-2,R13203,ENGG. PHYSICS,19,1,20,CSE
13NG1A0533,1-2,R13207,MATHEMATICS-II (MM),15,3,18,CSE
13NG1A0536,1-2,R13203,ENGG. PHYSICS,10,0,10,CSE
13NG1A0536,1-2,R13207,MATHEMATICS-II (MM),9,31,40,CSE
13NG1A0536,1-2,R13209,ENGG. DRAWING,20,0,20,CSE
13NG1A0539,1-2,R13207,MATHEMATICS-II (MM),14,31,45,CSE
13NG1A0543,1-2,R13209,ENGG. DRAWING,23,11,34,CSE
13NG1A0544,1-2,R13203,ENGG. PHYSICS,16,0,16,CSE
13NG1A0544,1-2,R13207,MATHEMATICS-II (MM),14,0,14,CSE
13NG1A0544,1-2,R13209,ENGG. DRAWING,22,12,34,CSE
13NG1A0546,1-2,R13203,ENGG. PHYSICS,20,4,24,CSE
13NG1A0551,1-2,R13202,MATHEMATICS-III,17,8,25,CSE
13NG1A0551,1-2,R13203,ENGG. PHYSICS,15,0,15,CSE
13NG1A0551,1-2,R13207,MATHEMATICS-II (MM),14,0,14,CSE
13NG1A0551,1-2,R13209,ENGG. DRAWING,21,8,29,CSE
13NG1A0553,1-2,R13202,MATHEMATICS-III,18,12,30,CSE
13NG1A0553,1-2,R13203,ENGG. PHYSICS,18,0,18,CSE
13NG1A0553,1-2,R13207,MATHEMATICS-II (MM),17,0,17,CSE
13NG1A0554,1-2,R13202,MATHEMATICS-III,18,8,26,CSE
13NG1A0554,1-2,R13207,MATHEMATICS-II (MM),15,8,23,CSE
13NG1A0556,1-2,R13203,ENGG. PHYSICS,20,0,20,CSE
13NG1A0556,1-2,R13207,MATHEMATICS-II (MM),17,17,34,CSE
13NG1A0556,1-2,R13209,ENGG. DRAWING,23,0,23,CSE
14NG1A0102,1-2,R13202,MATHEMATICS-III,11,6,17,CE
14NG1A0102,1-2,R13207,MATHEMATICS-II (MM),14,1,15,CE
14NG1A0102,1-2,R13209,ENGG. DRAWING,16,0,16,CE
14NG1A0105,1-2,R13203,ENGG. PHYSICS,21,7,28,CE
14NG1A0106,1-2,R13202,MATHEMATICS-III,15,8,23,CE
14NG1A0106,1-2,R13203,ENGG. PHYSICS,15,0,15,CE
14NG1A0108,1-2,R13202,MATHEMATICS-III,10,39,49,CE
14NG1A0108,1-2,R13209,ENGG. DRAWING,16,10,26,CE
14NG1A0112,1-2,R13202,MATHEMATICS-III,7,8,15,CE
14NG1A0113,1-2,R13202,MATHEMATICS-III,13,29,42,CE
14NG1A0113,1-2,R13209,ENGG. DRAWING,16,12,28,CE
14NG1A0114,1-2,R13214,ENGINEERING PHYSICS LAB,19,35,54,CE
14NG1A0114,1-2,R13216,ENGINEERING WORKSHOP & IT WORKSHOP,20,46,66,CE
14NG1A0119,1-2,R13203,ENGG. PHYSICS,17,0,17,CE
14NG1A0119,1-2,R13209,ENGG. DRAWING,17,15,32,CE
14NG1A0121,1-2,R13202,MATHEMATICS-III,13,31,44,CE
14NG1A0121,1-2,R13209,ENGG. DRAWING,16,10,26,CE
14NG1A0123,1-2,R13203,ENGG. PHYSICS,16,3,19,CE
14NG1A0124,1-2,R13203,ENGG. PHYSICS,15,0,15,CE
14NG1A0124,1-2,R13209,ENGG. DRAWING,16,8,24,CE
14NG1A0126,1-2,R13203,ENGG. PHYSICS,21,3,24,CE
14NG1A0129,1-2,R13209,ENGG. DRAWING,23,9,32,CE
14NG1A0130,1-2,R13202,MATHEMATICS-III,19,5,24,CE
14NG1A0130,1-2,R13203,ENGG. PHYSICS,24,5,29,CE
14NG1A0131,1-2,R13202,MATHEMATICS-III,14,4,18,CE
14NG1A0131,1-2,R13203,ENGG. PHYSICS,20,10,30,CE
14NG1A0131,1-2,R13209,ENGG. DRAWING,16,6,22,CE
14NG1A0133,1-2,R13209,ENGG. DRAWING,22,0,22,CE
14NG1A0134,1-2,R13203,ENGG. PHYSICS,22,5,27,CE
14NG1A0141,1-2,R13202,MATHEMATICS-III,16,33,49,CE
14NG1A0142,1-2,R13203,ENGG. PHYSICS,19,8,27,CE
14NG1A0143,1-2,R13203,ENGG. PHYSICS,23,3,26,CE
14NG1A0147,1-2,R13202,MATHEMATICS-III,16,10,26,CE
14NG1A0147,1-2,R13203,ENGG. PHYSICS,21,8,29,CE
14NG1A0154,1-2,R13203,ENGG. PHYSICS,20,29,49,CE
14NG1A0156,1-2,R13203,ENGG. PHYSICS,23,5,28,CE
14NG1A0157,1-2,R13203,ENGG. PHYSICS,21,0,21,CE
14NG1A0157,1-2,R13207,MATHEMATICS-II (MM),18,29,47,CE
14NG1A0208,1-2,R13202,MATHEMATICS-III,11,30,41,EEE
14NG1A0208,1-2,R13204,ENGG. CHEMISTRY,17,1,18,EEE
14NG1A0208,1-2,R13205,C PROGRAMMING,18,3,21,EEE
14NG1A0208,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,19,8,27,EEE
14NG1A0305,1-2,R13202,MATHEMATICS-III,18,33,51,ME
14NG1A0305,1-2,R13209,ENGG. DRAWING,16,30,46,ME
14NG1A0310,1-2,R13203,ENGG. PHYSICS,19,0,19,ME
14NG1A0311,1-2,R13203,ENGG. PHYSICS,23,0,23,ME
14NG1A0313,1-2,R13203,ENGG. PHYSICS,19,0,19,ME
14NG1A0318,1-2,R13207,MATHEMATICS-II (MM),22,49,71,ME
14NG1A0319,1-2,R13203,ENGG. PHYSICS,17,0,17,ME
14NG1A0328,1-2,R13203,ENGG. PHYSICS,17,5,22,ME
14NG1A0328,1-2,R13207,MATHEMATICS-II (MM),15,34,49,ME
14NG1A0332,1-2,R13207,MATHEMATICS-II (MM),16,29,45,ME
14NG1A0332,1-2,R13209,ENGG. DRAWING,16,32,48,ME
14NG1A0338,1-2,R13203,ENGG. PHYSICS,17,4,21,ME
14NG1A0346,1-2,R13203,ENGG. PHYSICS,23,3,26,ME
14NG1A0346,1-2,R13207,MATHEMATICS-II (MM),16,29,45,ME
14NG1A0350,1-2,R13207,MATHEMATICS-II (MM),16,31,47,ME
14NG1A0350,1-2,R13209,ENGG. DRAWING,12,29,41,ME
14NG1A0355,1-2,R13207,MATHEMATICS-II (MM),16,29,45,ME
14NG1A0356,1-2,R13203,ENGG. PHYSICS,20,0,20,ME
14NG1A0356,1-2,R13207,MATHEMATICS-II (MM),16,29,45,ME
14NG1A0360,1-2,R13202,MATHEMATICS-III,16,29,45,ME
14NG1A0360,1-2,R13203,ENGG. PHYSICS,19,0,19,ME
14NG1A0360,1-2,R13209,ENGG. DRAWING,18,29,47,ME
